polyglot,time,langDedect,time,langid,time,fasttext,time
2,0.0002,7,0.0661,7,0.0028,7,0.0004
2,0.0001,7,0.0444,3,0.0026,7,0.0003
2,0.0001,1,0.0196,1,0.0022,2,0.0003
2,0.0001,1,0.0356,2,0.0024,7,0.0002
2,0.0001,7,0.0754,2,0.0025,7,0.0003
2,0.0001,7,0.0476,7,0.0025,7,0.0003
1,0.0002,1,0.0406,1,0.0026,1,0.0003
2,0.0002,1,0.031,7,0.0038,7,0.0005
2,0.0002,2,0.0335,2,0.0035,7,0.0004
2,0.0002,1,0.0231,1,0.0031,7,0.0003
2,0.0002,1,0.0205,1,0.0029,2,0.0003
2,0.0002,1,0.0315,7,0.0034,7,0.0004
7,0.0003,3,0.0344,3,0.0055,7,0.0007
1,0.0002,1,0.0187,1,0.0126,2,0.0004
2,0.0002,2,0.031,2,0.0037,7,0.0004
2,0.0002,1,0.0346,1,0.0032,7,0.0004
7,0.0002,2,0.058,7,0.0041,7,0.0005
7,0.0002,7,0.0362,1,0.0038,7,0.0005
7,0.0002,3,0.0529,3,0.0042,3,0.0007
7,0.0002,1,0.033,1,0.0034,7,0.0004
2,0.0002,1,0.0255,1,0.0031,7,0.0004
7,0.0002,1,0.0296,1,0.0032,7,0.0004
2,0.0002,1,0.0273,1,0.0033,7,0.0004
7,0.0002,3,0.0473,3,0.0038,3,0.0005
2,0.0003,1,0.0226,1,0.0028,1,0.0003
2,0.0002,1,0.0234,1,0.0032,2,0.0004
2,0.0002,1,0.0225,1,0.003,2,0.0004
2,0.0002,1,0.0229,1,0.0029,2,0.0003
7,0.0002,1,0.0367,1,0.0033,2,0.0004
2,0.0003,1,0.0206,1,0.0029,2,0.0003
2,0.0002,1,0.0345,1,0.0033,2,0.0004
1,0.0002,1,0.0194,1,0.0027,1,0.0003
1,0.0002,1,0.0273,1,0.0029,2,0.0004
1,0.0001,1,0.0185,1,0.0027,1,0.0003
2,0.0001,1,0.0204,1,0.0029,2,0.0003
2,0.0002,1,0.029,1,0.003,2,0.0004
2,0.0002,1,0.0506,1,0.0032,1,0.0005
2,0.0002,1,0.0248,1,0.003,2,0.0003
2,0.0002,7,0.0486,7,0.0038,7,0.0005
7,0.0002,1,0.0296,1,0.0032,7,0.0004
7,0.0002,7,0.0357,7,0.005,7,0.0005
1,0.0002,1,0.0216,1,0.003,2,0.0003
7,0.0002,3,0.0463,7,0.0048,7,0.0006
1,0.0002,1,0.0202,1,0.0031,2,0.0003
7,0.0003,3,0.0416,3,0.006,7,0.0009
2,0.0002,1,0.0288,1,0.0032,2,0.0004
2,0.0001,1,0.02,1,0.003,2,0.0003
7,0.0002,7,0.0461,7,0.0041,7,0.0005
2,0.0002,1,0.0286,2,0.0034,7,0.0004
2,0.0002,1,0.0231,1,0.0031,7,0.0003
2,0.0002,1,0.0267,1,0.0031,7,0.0003
2,0.0002,7,0.057,7,0.0038,7,0.0005
2,0.0002,2,0.0681,7,0.0039,7,0.0005
2,0.0002,1,0.0191,1,0.0032,2,0.0003
7,0.0003,3,0.0398,3,0.0069,7,0.001
2,0.0004,1,0.0297,1,0.0033,2,0.0004
1,0.0001,1,0.0218,1,0.0029,2,0.0003
1,0.0002,1,0.0193,1,0.0031,2,0.0003
2,0.0002,1,0.0259,1,0.0031,7,0.0003
7,0.0002,7,0.0488,3,0.0041,7,0.0005
2,0.0002,7,0.0494,3,0.0047,3,0.0005
1,0.0002,1,0.0164,1,0.003,2,0.0003
2,0.0002,7,0.0404,3,0.0041,7,0.0005
1,0.0002,1,0.0272,1,0.0033,2,0.0003
1,0.0002,1,0.023,1,0.0031,2,0.0003
7,0.0002,3,0.0442,3,0.0049,3,0.0006
1,0.0002,1,0.0241,1,0.0034,7,0.0003
2,0.0001,1,0.0276,1,0.003,7,0.0004
1,0.0002,1,0.0252,1,0.0028,2,0.0003
2,0.0001,2,0.0224,1,0.0029,2,0.0003
2,0.0002,2,0.0396,2,0.0035,7,0.0004
2,0.0003,3,0.0488,3,0.004,7,0.0005
2,0.0002,2,0.0582,2,0.0035,7,0.0005
2,0.0002,3,0.0406,7,0.0035,7,0.0004
2,0.0002,1,0.0424,1,0.0031,7,0.0004
7,0.0002,7,0.0409,2,0.0032,7,0.0004
2,0.0002,2,0.0339,1,0.0032,7,0.0004
3,0.0002,3,0.0164,3,0.0027,3,0.0003
3,0.0002,3,0.0204,3,0.0032,3,0.0004
3,0.0002,3,0.0178,3,0.0029,3,0.0003
3,0.0001,3,0.0179,3,0.0027,3,0.0003
3,0.0002,3,0.0214,3,0.0035,3,0.0005
3,0.0002,3,0.0167,3,0.0028,3,0.0003
3,0.0002,3,0.0164,3,0.0029,3,0.0003
