textblob,time,polyglot,time,langDedect,time,guess_language,time,langid,time,fasttext,time,cld2,time,nltkDetect,time,whatlang,time,langua
True,0.49,True,0.0,True,0.03,True,0.0,True,0.0,True,0.0,True,0.0,True,1.64,True,0.06,True,0.21
False,0.15,False,0.0,False,0.01,False,0.0,False,0.0,False,0.0,False,0.0,False,0.61,False,0.06,False,0.2
True,0.15,False,0.0,False,0.03,False,0.0,False,0.0,True,0.0,False,0.0,False,0.56,True,0.06,False,0.21
True,0.15,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,True,0.83,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,True,0.77,True,0.06,True,0.2
True,0.15,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,True,0.81,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,True,0.58,True,0.06,True,0.2
True,0.15,True,0.0,True,0.01,True,0.0,True,0.01,True,0.0,True,0.0,True,0.76,True,0.06,True,0.2
True,0.15,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,True,1.14,True,0.06,True,0.2
True,0.17,True,0.0,True,0.03,True,0.01,True,0.0,True,0.0,True,0.0,True,3.21,True,0.06,True,0.21
True,0.18,True,0.0,True,0.03,True,0.01,True,0.0,True,0.0,True,0.0,True,3.39,True,0.06,True,0.21
True,1.35,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,True,0.78,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,True,1.25,True,0.06,True,0.21
True,0.17,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,True,1.9,True,0.06,True,0.21
False,0.33,False,0.0,False,0.03,False,0.0,False,0.0,False,0.0,False,0.0,False,0.61,False,0.06,False,0.21
True,0.17,True,0.0,True,0.03,True,0.01,True,0.0,True,0.0,True,0.0,True,1.41,True,0.06,True,0.21
True,0.19,True,0.0,True,0.03,True,0.01,True,0.0,True,0.0,True,0.0,True,1.95,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,True,1.86,True,0.06,True,0.21
True,0.21,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,True,0.55,True,0.06,True,0.21
False,0.15,False,0.0,False,0.01,False,0.0,False,0.0,False,0.0,False,0.0,False,0.63,False,0.06,False,0.21
True,0.15,False,0.0,True,0.04,True,0.0,True,0.0,True,0.0,False,0.0,True,0.81,True,0.06,True,0.21
False,0.15,False,0.0,True,0.03,True,0.0,False,0.0,False,0.0,False,0.0,True,0.72,False,0.06,True,0.21
True,0.17,True,0.0,True,0.03,True,0.01,True,0.0,True,0.0,True,0.0,True,2.59,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,True,1.07,True,0.06,True,0.2
True,0.15,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,True,0.59,True,0.06,True,0.21
True,0.15,True,0.0,True,0.04,True,0.0,True,0.0,True,0.0,True,0.0,True,0.75,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,True,1.46,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,True,1.54,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,True,0.5,True,0.06,True,0.2
True,0.17,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,2.82,True,0.06,True,0.21
True,0.15,True,0.0,True,0.04,True,0.0,False,0.0,True,0.0,False,0.0,True,0.83,True,0.06,True,0.22
True,0.15,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,True,0.88,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,True,0.61,True,0.06,True,0.21
True,0.15,True,0.0,True,0.03,True,0.01,True,0.0,True,0.0,True,0.0,True,1.4,True,0.06,True,0.21
True,0.15,True,0.0,True,0.03,True,0.0,True,0.0,True,0.0,True,0.0,True,0.85,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,True,0.94,True,0.06,True,0.21
True,0.15,True,0.0,True,0.03,True,0.0,True,0.0,True,0.0,True,0.0,False,0.84,True,0.06,True,0.22
True,0.15,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,True,0.7,True,0.06,True,0.21
True,0.15,True,0.0,True,0.03,True,0.0,True,0.0,True,0.0,True,0.0,True,0.84,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,False,0.98,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,True,1.14,True,0.06,True,0.21
True,0.17,True,0.0,True,0.03,True,0.01,True,0.0,True,0.0,True,0.0,True,1.26,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,True,1.68,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,True,0.83,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,True,0.82,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,0.72,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,True,1.53,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,0.93,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,1.11,True,0.06,True,0.21
False,0.49,False,0.0,False,0.01,True,0.0,False,0.0,False,0.0,False,0.0,False,0.59,False,0.06,False,0.21
True,0.17,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,2.01,True,0.06,True,0.21
True,0.15,False,0.0,False,0.03,True,0.01,True,0.0,True,0.0,False,0.0,False,1.2,True,0.06,False,0.21
True,0.15,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,1.09,True,0.06,True,0.21
True,0.26,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,3.3,True,0.06,True,0.21
True,0.38,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.78,True,0.06,True,0.21
True,0.36,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,1.12,True,0.06,True,0.21
True,0.43,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.77,True,0.06,True,0.21
True,0.38,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,1.17,True,0.06,True,0.2
True,0.19,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,False,0.62,True,0.06,True,0.2
True,0.43,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,True,1.22,True,0.06,True,0.21
True,0.51,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,0.82,True,0.06,True,0.21
True,0.45,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,0.64,True,0.06,True,0.2
True,0.42,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,0.78,True,0.06,True,0.2
True,0.37,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.5,True,0.06,True,0.2
True,0.35,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.68,True,0.06,True,0.2
True,0.5,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.68,True,0.06,True,0.2
True,0.48,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,1.27,True,0.06,True,0.21
True,0.61,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.89,True,0.06,True,0.2
True,0.37,True,0.0,True,0.03,True,0.01,True,0.0,True,0.0,True,0.0,False,1.99,True,0.06,True,0.21
True,0.47,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.77,True,0.06,True,0.21
True,0.27,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.97,True,0.06,True,0.2
True,0.4,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,True,1.18,True,0.06,True,0.2
True,0.38,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,1.31,True,0.06,True,0.21
True,1.49,True,0.0,True,0.02,True,0.01,True,0.01,True,0.0,True,0.0,False,2.03,True,0.06,True,0.21
True,0.54,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,True,0.93,True,0.06,True,0.21
True,0.41,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,1.1,True,0.06,True,0.21
True,0.54,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,3.37,True,0.06,True,0.21
True,0.42,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.73,True,0.06,True,0.21
True,0.42,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.71,True,0.06,True,0.21
True,0.44,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,True,1.08,True,0.06,True,0.2
True,0.38,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,2.04,True,0.06,True,0.21
True,0.42,True,0.0,True,0.02,True,0.01,True,0.01,True,0.0,True,0.0,False,2.22,True,0.06,True,0.21
True,0.45,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,2.97,True,0.06,True,0.21
True,0.62,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,1.22,True,0.06,True,0.2
True,0.56,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,1.09,True,0.06,True,0.21
True,0.57,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,True,1.4,True,0.06,True,0.21
True,0.46,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,2.77,True,0.06,True,0.21
True,0.45,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,2.16,True,0.06,True,0.2
True,0.41,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,2.08,True,0.06,True,0.21
True,0.39,False,0.0,True,0.03,True,0.0,True,0.0,False,0.0,False,0.0,False,1.28,False,0.06,True,0.21
True,0.28,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,2.87,True,0.06,True,0.21
True,0.16,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.92,True,0.06,True,0.2
True,0.15,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,1.4,True,0.06,True,0.2
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.43,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.09,True,0.06,True,0.2
True,0.16,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,2.46,True,0.06,True,0.21
True,0.2,True,0.0,True,0.02,True,0.01,True,0.01,True,0.0,True,0.0,False,3.36,True,0.06,True,0.21
True,0.16,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.31,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.93,True,0.06,True,0.21
True,0.15,True,0.0,True,0.03,True,0.0,True,0.0,True,0.0,True,0.0,False,1.02,True,0.06,True,0.21
True,0.15,False,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.82,True,0.06,True,0.21
True,0.17,True,0.0,True,0.02,True,0.01,True,0.01,True,0.0,True,0.0,False,2.23,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.01,True,0.0,True,0.0,True,3.13,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.22,True,0.06,True,0.21
False,0.16,False,0.0,False,0.01,False,0.0,False,0.0,False,0.0,False,0.0,False,0.48,False,0.06,False,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,0.6,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.01,True,0.0,True,0.0,False,1.86,True,0.06,True,0.21
True,0.17,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,1.79,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,False,0.62,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,True,1.18,True,0.06,True,0.21
True,0.17,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,0.85,True,0.06,True,0.21
True,0.17,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,2.27,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,1.01,True,0.06,True,0.21
False,0.15,False,0.0,False,0.02,False,0.0,False,0.0,False,0.0,False,0.0,False,0.51,False,0.06,False,0.21
True,0.18,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,4.0,True,0.06,True,0.21
True,0.27,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,True,1.13,True,0.06,True,0.21
True,0.19,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,2.72,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.75,True,0.06,True,0.21
True,0.18,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,0.81,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.79,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,True,1.08,True,0.06,True,0.21
True,0.16,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.15,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.68,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.11,True,0.06,True,0.21
True,0.15,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,0.99,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.84,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.62,True,0.06,True,0.21
True,0.18,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,4.16,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.01,True,0.0,True,0.0,False,3.29,True,0.06,True,0.21
True,0.27,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,1.23,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.49,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.0,True,0.01,True,0.0,True,0.0,False,0.67,True,0.06,True,0.21
True,0.17,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,1.2,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,2.26,True,0.06,True,0.21
True,0.17,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.11,True,0.06,True,0.21
True,0.18,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,True,3.66,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.66,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,0.78,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,1.73,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,1.97,True,0.06,True,0.21
True,0.27,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,2.65,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.01,True,0.0,True,0.0,True,2.88,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.64,True,0.06,True,0.2
True,0.16,True,0.0,True,0.02,True,0.01,True,0.01,True,0.0,True,0.0,True,1.97,True,0.06,True,0.2
True,0.27,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.05,True,0.06,True,0.2
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.07,True,0.06,True,0.2
True,0.79,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,1.82,True,0.06,True,0.2
False,0.17,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.62,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,True,1.71,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,2.61,True,0.06,True,0.21
True,2.41,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,1.1,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,0.75,True,0.06,True,0.21
True,0.18,True,0.0,True,0.02,True,0.0,True,0.01,True,0.0,True,0.0,True,1.01,True,0.06,True,0.21
True,0.27,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,False,0.0,False,1.55,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,1.07,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.68,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,0.92,True,0.06,True,0.21
False,0.14,False,0.0,False,0.02,False,0.0,False,0.0,False,0.0,False,0.0,False,0.73,False,0.06,False,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,2.58,True,0.06,True,0.21
True,0.14,False,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,0.0,False,0.66,True,0.06,True,0.2
True,0.16,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.34,True,0.06,True,0.2
True,0.16,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.6,True,0.06,True,0.2
False,0.15,False,0.0,False,0.01,False,0.0,False,0.0,False,0.0,False,0.0,False,0.43,False,0.06,False,0.21
True,0.16,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.63,True,0.06,True,0.2
True,0.17,True,0.0,True,0.03,True,0.01,True,0.0,True,0.0,True,0.0,False,1.74,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,True,2.01,True,0.06,True,0.21
True,0.18,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,4.77,True,0.06,True,0.21
True,0.2,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.5,True,0.06,True,0.21
True,0.15,False,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.77,True,0.06,True,0.21
True,0.46,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.6,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,False,1.01,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.56,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.01,True,0.01,True,0.0,True,0.0,False,2.25,True,0.06,True,0.21
True,0.35,True,0.0,True,0.03,True,0.01,True,0.0,True,0.0,True,0.0,False,3.96,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,False,0.76,True,0.06,True,0.21
True,0.16,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.44,True,0.06,True,0.21
True,0.5,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,False,0.94,True,0.06,True,0.21
True,0.14,False,0.0,True,0.02,True,0.0,True,0.0,True,0.0,False,0.0,False,0.35,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,0.8,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,False,0.59,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.22,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,1.72,True,0.06,True,0.21
True,0.16,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.81,True,0.06,True,0.21
True,0.23,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.46,True,0.06,True,0.21
True,0.19,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,False,0.0,False,0.55,True,0.06,True,0.2
True,0.32,True,0.0,True,0.02,True,0.01,True,0.01,True,0.0,True,0.0,False,2.37,True,0.06,True,0.21
True,0.25,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,1.81,True,0.06,True,0.2
True,0.18,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,1.07,True,0.06,True,0.2
False,0.16,False,0.0,False,0.01,False,0.0,False,0.0,False,0.0,False,0.0,False,0.68,False,0.06,False,0.2
True,0.21,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,3.31,True,0.06,True,0.22
True,0.17,True,0.0,True,0.01,True,0.01,True,0.01,True,0.0,True,0.0,False,2.18,True,0.06,True,0.21
True,0.14,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,0.8,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.01,True,0.0,True,0.0,False,2.32,True,0.06,True,0.21
False,0.15,False,0.0,False,0.02,False,0.0,False,0.0,False,0.0,False,0.0,False,0.68,False,0.06,False,0.21
True,0.16,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,True,1.53,True,0.06,True,0.21
True,0.16,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,1.18,True,0.06,True,0.21
True,0.32,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,1.01,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,1.21,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.88,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.03,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,1.08,True,0.06,True,0.21
True,0.17,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,2.12,True,0.06,True,0.21
True,0.16,True,0.0,True,0.01,True,0.01,True,0.01,True,0.0,True,0.0,False,2.04,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.01,True,0.0,True,0.0,False,2.62,True,0.06,True,0.22
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,True,1.92,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,1.46,True,0.06,True,0.22
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,True,1.44,True,0.06,True,0.22
True,0.16,True,0.0,True,0.02,True,0.01,True,0.01,True,0.0,True,0.0,True,2.54,True,0.06,True,0.22
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,0.96,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.14,True,0.06,True,0.22
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.8,True,0.06,True,0.22
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.62,True,0.06,True,0.22
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.42,True,0.06,True,0.22
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.88,True,0.06,True,0.22
False,0.15,False,0.0,False,0.03,False,0.0,True,0.0,True,0.0,False,0.0,False,1.08,True,0.06,False,0.22
True,0.15,True,0.0,True,0.02,True,0.0,True,0.0,True,0.0,True,0.0,False,0.82,True,0.06,True,0.22
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,1.49,True,0.06,True,0.22
True,0.16,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,True,2.7,True,0.06,True,0.22
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,1.37,True,0.06,True,0.21
True,0.14,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,True,0.8,True,0.06,True,0.2
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.16,True,0.06,True,0.2
True,0.16,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,1.92,True,0.06,True,0.21
True,0.16,True,0.0,True,0.02,True,0.01,True,0.01,True,0.0,True,0.0,False,1.85,True,0.06,True,0.2
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.7,True,0.06,True,0.2
True,0.2,True,0.0,True,0.02,True,0.01,True,0.01,True,0.0,True,0.0,False,3.96,True,0.06,True,0.21
True,0.16,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,False,1.66,True,0.06,True,0.2
True,0.15,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.81,True,0.06,True,0.2
True,0.14,True,0.0,True,0.01,True,0.0,True,0.0,True,0.0,True,0.0,False,0.7,True,0.06,True,0.2
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,True,1.18,True,0.06,True,0.21
True,0.15,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,1.71,True,0.06,True,0.2
True,0.15,True,0.0,True,0.02,True,0.01,True,0.0,True,0.0,True,0.0,False,1.83,True,0.06,True,0.21
True,0.15,True,0.0,True,0.01,True,0.01,True,0.0,True,0.0,True,0.0,True,1.98,True,0.06,True,0.2
